id	filename	md5	size	state
2a4bfe0d-2d7b-4455-b5a1-31252d142900	08cbc573-b2bb-401f-97d1-649fe8c82629.rna_seq.genomic.gdc_realn.bam	f1ef6e49a2171563e3f1adc2c75c7af6	8579497742	released
d7c28f78-4a83-4c71-9009-8df7e147e16f	1f87b2a0-ba16-4987-aab1-063005290814.rna_seq.genomic.gdc_realn.bam	fcbba6b842caf332d52554a01080ce2e	13744875121	released
0b542c22-0e45-4222-aacb-62a8eeffba0b	e2306996-8825-459d-b66f-cc629243ff1b.rna_seq.genomic.gdc_realn.bam	7ea859835ba3048b873c5691483cef66	13551813111	released
25b707c0-9afd-41a5-ae77-e4088e647ee5	97d33064-1e6e-40f2-9b72-4bbe8838e8da.rna_seq.genomic.gdc_realn.bam	04e81920a5c6b892cacccd7656a643ba	13300140359	released
8bbd843d-582c-42ed-9ecc-9931f2e1c25c	7835e5e1-2a92-4894-b276-c0c571efd0a8.rna_seq.genomic.gdc_realn.bam	9f9758a80afcdfc559b9b002fe4cbb50	3877400026	released
2b29f328-88c4-4126-8cc0-38b993f5c007	a8924f7b-9ce4-4bd2-a1c4-2d510f7348c6.rna_seq.genomic.gdc_realn.bam	0b976c800526e78a1e0827a69c02fb3c	7243077158	released
195336b8-04b0-4b96-8fb0-e50dff0d8aec	e23aa68f-4ad1-41c3-a9f5-1e9e23f6bca0.rna_seq.genomic.gdc_realn.bam	ed48abe2817ae5aad8509439669ae132	12417104699	released
25202f7e-04d6-4b83-9e91-18484713adc7	e48ec3f1-bdbd-4c42-8d53-2b0827aed189.rna_seq.genomic.gdc_realn.bam	9e46f5a57b6c9c1ee58f29a4e365819d	14230938190	released
8161fe10-b7b5-4607-aeca-10aba42f183e	66aa07a7-eba5-44b6-a3d2-749c86898096.rna_seq.genomic.gdc_realn.bam	2c9f7d705b2f04212f782aa041f474eb	16890501702	released
0973a0a8-11d5-4cc7-a2f9-d9ed61526284	41972120-3431-4378-8276-2eec223355b3.rna_seq.genomic.gdc_realn.bam	e8352285e07ea4cc4a015397d6a1b2fa	11841506476	released
d9b2a02d-0a89-40f3-bbad-ba2cfdf5f6aa	0fde6f9c-043c-422c-8402-6325706b629c.rna_seq.genomic.gdc_realn.bam	6fe9add90205959ceb790d8d4fb571f7	12018351689	released
4020712a-d758-4949-b355-326b7fecdd8e	5a5c4d90-69a6-4670-837a-8c44a6adc4a5.rna_seq.genomic.gdc_realn.bam	de1371b6582d362badf9a58ea234d7bb	8324185361	released
a20d9629-e1f5-494e-a531-5676821f4368	93934b19-5cc7-440f-a14e-f5a26887bd25.rna_seq.genomic.gdc_realn.bam	66c221bd97d42440dd29cdccae1e8d5a	2913812123	released
d3590fb1-b8be-4dfb-88df-f943327dcd24	ab1648f6-89fc-41e6-9e42-4671e23f953d.rna_seq.genomic.gdc_realn.bam	55fb6b10a752bd6c87701142b31708c5	16559572590	released
6a902d1b-aa44-4aaa-a068-6e6af8b595bc	832c245c-44d0-4b2a-b62b-417052a6eca0.rna_seq.genomic.gdc_realn.bam	f683c636bd4e60858ff693effbf8bbd2	8687924606	released
d6ab5b7e-baa5-41b2-9d70-4875c5bc3093	a43a6190-82d9-4a1d-9ba4-e210b0c24301.rna_seq.genomic.gdc_realn.bam	8ea8ac5cde719f79df804e2180f75846	11698207408	released
65c73420-cb28-4f51-849f-1227186fd36b	3099be30-ce02-44ab-b2fe-1be720da6642.rna_seq.genomic.gdc_realn.bam	d77cd414b6a31d6f59809d22cefa92d5	12389970110	released
61273515-3c6f-4837-b819-9a3938887aa4	afd5259f-8123-462d-9ccb-4195da4879d8.rna_seq.genomic.gdc_realn.bam	ddfd886152ae74766a551f9f355e6c71	10425752576	released
b82f9f35-82c8-4618-b6c5-59da88392659	b742e8f9-8f0e-4619-bd22-b0266e0bf2ad.rna_seq.genomic.gdc_realn.bam	f50d8caab480e99aa62c5d3e252fa865	20265522499	released
bc1b18a1-f65b-447d-aa07-f086275cfcdc	95584e9d-6363-40c1-8564-d935488f2c91.rna_seq.genomic.gdc_realn.bam	18bc6f0911ad803914c331d534ae4ca9	23292086387	released
26adda7f-172e-4ecc-994f-43d74415a277	0621192c-a7b5-4f0c-9603-b3849aa4f8aa.rna_seq.genomic.gdc_realn.bam	055d8fb3d74aa02d1e9076287361fa0b	13834189516	released
a14819c8-1bab-4536-8967-b657d375d753	6caf6af1-9304-4864-87d7-f9458d0955c4.rna_seq.genomic.gdc_realn.bam	ae1f24460fa466f1bffb71ff26277a54	12781327471	released
059e16ab-32d9-439d-8441-5281b03f17c3	1bffc3be-e412-436c-89d6-68aa5f5fb32b.rna_seq.genomic.gdc_realn.bam	8851a5cd7d0d3afca4d2a10d145e45c2	12530557992	released
007aa876-2941-45f3-899a-d2c3974ec651	614fd609-8ee7-45a9-ad0d-bcd348df08d0.rna_seq.genomic.gdc_realn.bam	f5a49f7de34de9cc67c680c36bb05aca	13572517178	released
79a35903-305e-4e3d-bf27-be4074e94546	0f1998c5-47a0-4e0b-b5db-7bca873c0998.rna_seq.genomic.gdc_realn.bam	aa01c42c816a32ed62f2fbb84dc52d97	11239219141	released
1202cfd9-8eb4-4e3e-8d82-bf58bd65da4b	b563b539-c5b8-4a84-a3a9-1fe65d9da284.rna_seq.genomic.gdc_realn.bam	24275a2db1c96ed3bed69fbf8bc1c617	11741044280	released
e6ee1482-076b-479e-a690-78c686c301ae	fa58fec4-9630-42fa-a38e-e2776b1f2050.rna_seq.genomic.gdc_realn.bam	ba18c8a4ef6a6b45a1ebfc493f1df3bf	12100972697	released
8b5d9bb0-4e93-4264-92cd-e27112d1571f	1ec7ab19-0950-45eb-94cf-227481f1dcfc.rna_seq.genomic.gdc_realn.bam	0258049b64149db322d419e4fdb421bd	13110078682	released
e6efc67e-281b-48ff-90e3-cf92e34c22a8	8786c9b7-81e4-489e-b6a3-31af75081c83.rna_seq.genomic.gdc_realn.bam	8fb0c8767bac1a3fa6ad734c7ee8a9fd	13944770649	released
a1be3baf-946e-4e89-9d6d-3836d092591c	c1588a5c-976e-4f2f-ac3d-544ded813118.rna_seq.genomic.gdc_realn.bam	66975ba72bee7ae9cdf0475f8ba95b71	9014439165	released
10364317-22f7-4f2f-8d23-026738f2e84e	0e54ec46-4b3b-4d5e-8d85-da2698248574.rna_seq.genomic.gdc_realn.bam	02a06501d4fb49b748bd7a557e360eaf	13039742055	released
952180c5-977f-464c-9467-a0b737470c1f	c7beaa79-8bce-453e-a6af-7053fb9754c5.rna_seq.genomic.gdc_realn.bam	ecafc8197964797410cec78cb76cc7ec	11276222758	released
53a910fc-73b9-4254-9aa3-67c6028cf36a	21d361e1-7bcd-46e1-b43d-a8290030592d.rna_seq.genomic.gdc_realn.bam	56550a73dd95139d2e16e502ef34f2e5	10383368725	released
dcb2848d-5e2f-4b47-bfb8-dcdb4e314f60	5b56f5b5-98ec-4cfb-a8d6-a349b7c7be5e.rna_seq.genomic.gdc_realn.bam	3da4751771b9da89481741a4d285a0be	11982960904	released
5826162c-e598-49ed-94eb-d53b62b4d614	85fe3d81-6135-4b6b-a2e9-e13d8d520e65.rna_seq.genomic.gdc_realn.bam	c4ef82baa722e1f859b9ce23173eb1f6	10469647440	released
81aae08d-4e5a-47f7-aa17-891ebb1e565b	9df9320e-fd0c-41a8-b0a5-26d22a410ab5.rna_seq.genomic.gdc_realn.bam	f19973d8e46df0a9dadd0d74660ad077	14004738502	released
9ccf8c4b-a4d0-4dfc-8655-cce65aeb9c5a	cb865302-eaf1-4598-bb14-100024720eaa.rna_seq.genomic.gdc_realn.bam	39c8f02983d3f560c971ce8c41d8f2a2	23861847800	released
fe4a5b71-3ab1-48ad-8049-b151dcc5b9f2	1e3f298f-b98b-4a16-b803-ea05242ef375.rna_seq.genomic.gdc_realn.bam	da4a27ea2a0df74ee48d29aecd7729eb	14684597844	released
f42cba83-d23b-4825-8e91-b9f3e254e31e	f463b206-4968-44c2-a569-846abfe69d2f.rna_seq.genomic.gdc_realn.bam	81f6c39f12f1e88966116623806d461c	3343828149	released
9dca7dd7-36d7-4193-9bf9-5560efdb1f50	862cf217-69c9-4a85-83dc-0554a53818c5.rna_seq.genomic.gdc_realn.bam	24f44ad83861525a0b3d649453a05678	12675978236	released
e7cccd5b-41a5-465b-8184-057de4a3adfe	7cc30696-84ff-489d-87be-dd1007ccf2c1.rna_seq.genomic.gdc_realn.bam	3a68d6719c1f18e867199ed403497237	11644054244	released
3b6f164c-62a6-44bc-a776-7f22140c1924	cc5c0401-92b6-450d-98e0-3490a7b9b265.rna_seq.genomic.gdc_realn.bam	9cbf1a49f649de263d54e656e8122fc9	6806065812	released
4dc4e9e2-7cca-40ef-849a-5426dec0169a	3239bf5d-3e12-4a59-89da-1bfbf8032728.rna_seq.genomic.gdc_realn.bam	37a091b14e5e3b191b2ed6f4094a04bb	11091486849	released
fb27966f-d6a1-43b6-a570-46a1902c9645	b95815df-914e-4550-b2c8-3f9b474156e2.rna_seq.genomic.gdc_realn.bam	5dbb32a037c26f1e9fb0f7300ec6cb49	8637866450	released
0494d0f2-bd68-493e-ba6a-793ebd7df16b	cf4020d2-0c04-4d81-bf26-6fdd5f195ecb.rna_seq.genomic.gdc_realn.bam	516f136700b78bf9253e3bdbdcbb398e	8150197646	released
bbc5ccd7-2998-4e7a-84bf-22ed54b615b2	01b8787f-72e3-4f35-9388-4adea3ed3721.rna_seq.genomic.gdc_realn.bam	6831afffc2586d9e1ee01e3dfa492c51	10261911799	released
c16a16a0-88f9-457d-836b-6868e5faa336	8c6b9342-b079-4778-8c75-ff981a8d4e91.rna_seq.genomic.gdc_realn.bam	9391bede3597342dc13e55b67b8c4e68	3802842767	released
719bad2f-e585-487d-898c-55e8efa0b3a5	502fd053-5da7-4275-86d6-f17989c2f284.rna_seq.genomic.gdc_realn.bam	ddb676ee9020c095320e14ff952d44ee	13487821924	released
8fd2c861-dfa8-466f-b06d-93418862d204	049bb075-f9a7-43c1-8190-81f7042e0b85.rna_seq.genomic.gdc_realn.bam	532a9c9b30964063fa530f503235fee6	1612338769	released
470a6f80-22ee-469d-a3f5-ad6df19449ab	a16ae501-ef3f-40dd-b503-ab6d6c68fbe6.rna_seq.genomic.gdc_realn.bam	6035b6eef773eaa05e4a6c04fc27f6f4	9164829032	released
ae612b3d-0185-4bdd-ad3c-f0e5b7a05de0	8cc9ff76-7435-4f96-ba24-5bc39602d803.rna_seq.genomic.gdc_realn.bam	412c854c6e557d0241c194d75a6edfb3	3116968710	released
4ea49eea-b965-4bef-82a5-cc72c033b456	6d2ab248-4d1c-49e0-8bed-a619cfc4183b.rna_seq.genomic.gdc_realn.bam	bb1e6be14129782382bd3d33f8072199	2677335147	released
f837c717-98be-44ae-8385-1e4433542b4e	49aefa7a-adff-4314-91c6-b48537670b32.rna_seq.genomic.gdc_realn.bam	61297d1a988c929348f39b11327ace14	9843719775	released
3493a18f-f809-4f39-ba75-ff3aa17336c6	4cdfc325-8b7f-4bbb-aa87-75dad0f6ca97.rna_seq.genomic.gdc_realn.bam	5b3eaea3478adc82cc0b2a66c328edc8	10970248834	released
5a1099da-38cb-4a1c-8328-528f3287a3cc	6b671032-06f0-43d5-b14c-6c788b0a4f04.rna_seq.genomic.gdc_realn.bam	77525b489802dd9f8a1938aa23991ec5	2188056345	released
d0a88a48-0ee2-4f78-a047-cafbd3f1f2f2	c9167202-f88b-483b-b994-515490b01503.rna_seq.genomic.gdc_realn.bam	10431209abe5e18820f7b22608245c84	7460184262	released
addd6a08-a076-4fa7-93a6-3708ac909967	6f7ede8d-24fc-42a8-9735-ed0dc07aecd6.rna_seq.genomic.gdc_realn.bam	6e8719db08de4d67ffdf6f0af7a56cbe	13085659435	released
0677acb3-d647-4764-9e9c-e166f72b1711	cd71b51c-90ac-48ab-9766-c9c3b07234d1.rna_seq.genomic.gdc_realn.bam	6f080d75314c54c744f6205a78de00e6	13903975345	released
53a6ff2b-1a82-49fc-b3a3-328cc39e4041	d3029601-c8d6-4325-a60f-3bdfd628bb8c.rna_seq.genomic.gdc_realn.bam	25a4c5d09c7ded6f599366ef6d7b61b6	1899321114	released
a1521e64-9aac-46a4-af5a-b0b317bb146c	6ed5e9aa-0010-491c-ac6f-7b4f3c45af66.rna_seq.genomic.gdc_realn.bam	aae4ceeb5ebfae5deb48a654cedd5aac	17056992937	released
5bcc591a-a3d3-49c0-b064-73c4adaaca33	19d3e86e-0ea4-4abb-b167-ea7cd10acf17.rna_seq.genomic.gdc_realn.bam	b212dd997c375504fc0e229778053a03	13289259350	released
f5a9cb33-9ce9-4894-b55a-4e16972e962a	fe4748b6-442d-4a0a-af04-4b96ddff7bdf.rna_seq.genomic.gdc_realn.bam	6f7c7569ebdcd6840a8da0da841533ac	15747396685	released
f7ee7451-d30d-463c-84bd-958928dce715	cc79af68-2bff-46f1-9da2-3b21ea034cc4.rna_seq.genomic.gdc_realn.bam	699460315aa5e6b7edc6bc41ed182aa0	11455087731	released
3ad0c740-48f0-4473-8c4f-453db117f364	e7c402b9-0080-434c-9b3a-39cd08030265.rna_seq.genomic.gdc_realn.bam	b5acb18faada8d5193cf710481c168dd	13359044510	released
f1188492-f068-49df-ae0f-3c0d28c46a38	b86dbd13-3de4-4c41-94f8-19047013c100.rna_seq.genomic.gdc_realn.bam	51e472c3a3f1ee2ed71a2f938eab2f24	10561693044	released
cda29c93-0542-4809-8b16-8d577200f661	55fcd6ab-8a42-4c77-b89f-31debe128015.rna_seq.genomic.gdc_realn.bam	a8fcfbc18bca2259cca4b9d16b0fcb95	35138391487	released
0a46974c-44d3-485d-9c09-be6855920ba1	e3975c28-2641-453c-b5bb-9124197264a2.rna_seq.genomic.gdc_realn.bam	09cb59bc8f2d237afc03663406ef931b	12309758824	released
934e5ba2-be7d-4d1f-adfb-3092fb645260	13950229-5df6-4ee0-bd70-9d3e76ab3133.rna_seq.genomic.gdc_realn.bam	669842c74ccd2a36126a23fb65e537dc	11818716100	released
07a77943-1f97-4161-bc36-5705bf77610f	eec7a093-c539-4f00-b1bc-375717a11bb4.rna_seq.genomic.gdc_realn.bam	ceda5005f9e41f0445d4dc9f43a6b0fc	3128142018	released
3e783089-7b88-4979-a335-9456ddfd6a65	e6ea7608-80b7-42ad-9f0b-6ad5e3a27b34.rna_seq.genomic.gdc_realn.bam	15084f8b1c84174c63242c06dbc0494d	13604228024	released
39491d01-2c97-4ded-b274-1ca14f7db898	89e7c83f-57b5-4230-9e24-60d78e9798e9.rna_seq.genomic.gdc_realn.bam	9bf9863283e50b12bacbcfed379ea63e	12917150647	released
1abad4eb-07e5-411d-a86f-3abfcd91e131	2445cb70-f41b-4b7d-bc05-19a77995a13e.rna_seq.genomic.gdc_realn.bam	7d251fc5f0a9a2c81a8be3a75458136f	11730567135	released
059e28be-ad73-401d-94b8-f8145298df35	952b2ddb-dad2-4124-af30-acb17392c15e.rna_seq.genomic.gdc_realn.bam	0b3fe72231920a3365cd9a633c0e5ef0	12690567493	released
4a03e400-0fe6-4ac2-85ef-0947ce459489	be488b06-2779-45e6-ab58-608521ea6408.rna_seq.genomic.gdc_realn.bam	7e3d14a26c1dd6b773d2566376542dd8	11770423455	released
38522a69-488b-4795-8f24-59e609157755	5e2a7610-34d1-40cd-a4f7-9c201896a2cc.rna_seq.genomic.gdc_realn.bam	8d84fdc78889a962fd1b4732a47d589f	16452364686	released
601eafd9-c110-41e5-8e34-4604b0646f39	735a24a9-d6ac-4ac3-a7f2-36c8f9ac049f.rna_seq.genomic.gdc_realn.bam	77653e8e646fa40dea800aaea318e7ec	11510161371	released
0dc470dd-43c6-48ba-b0f7-6444f8ecb3e7	bd4a574c-3379-4218-bb12-aa56ee39da83.rna_seq.genomic.gdc_realn.bam	ae47fcdf6ebecfab3de7c18bd805b8fa	19301802647	released
cfa17435-3300-480e-9490-ac6e2a183b4e	b944560b-7d21-49fe-947b-d1a07d1a77c5.rna_seq.genomic.gdc_realn.bam	831c7510caecb9fbc7b402873589b3f4	9385308636	released
0f4ee837-22bc-4c3b-85b3-c50c2a1fbc30	539fb758-87ce-460c-9a99-ab8cc84d693a.rna_seq.genomic.gdc_realn.bam	a5fa204a7919051a90bda28b75d1c4cf	11466440009	released
33f42603-f207-40bb-a3eb-9f3aaa01b017	d86eb3eb-bee1-4c6b-b524-892a49877ccc.rna_seq.genomic.gdc_realn.bam	a247a96a0a64955bdfe0ad31223c61d0	11777581722	released
2a8156d7-9220-41fb-acf2-0ff34882636f	ae16a711-dbbb-4720-8246-0a287b612ad9.rna_seq.genomic.gdc_realn.bam	482628c3b567d898c83ff494c1b35367	22604641801	released
de516dc8-2e0c-46f5-be0b-06d88b3c84cc	5713b906-982b-4aa6-a602-b3875c326856.rna_seq.genomic.gdc_realn.bam	967a3d2ffae8114ff66071bd0f742d95	16537772899	released
9c3572bb-b018-4b89-8be3-e6ca52c0367a	1d46ffcf-5dec-4f63-8e83-2f1b791ddd35.rna_seq.genomic.gdc_realn.bam	059d54367a0d20891a951e3159b0e312	9371475198	released
e3450b08-0172-4675-a02e-ec5f6be97797	44d66092-a692-4b5c-8789-d3e22898a773.rna_seq.genomic.gdc_realn.bam	e7e2a9e77d6eb9c105ba083a337dd6ef	2939276129	released
3152d0a5-cd21-4991-a233-b43579d76f0a	c4ecb53b-12ba-4f34-9cdd-c3248a0385df.rna_seq.genomic.gdc_realn.bam	165fc60baa2d51f0e78af70ab00c4fb2	8461023408	released
e4a74460-942f-49a7-ba64-8c54055a1f7a	fc891614-fe88-4ea6-910a-b4b8b91a91ca.rna_seq.genomic.gdc_realn.bam	96834ff7b1ecbf21ee235febf221bb97	9411778727	released
2467c478-127b-4450-9e18-ed639be23468	12bc5c49-4dd4-4d93-93ab-9610eb89a731.rna_seq.genomic.gdc_realn.bam	15e5b2d759b741c5c97340ff75d7a686	17353095127	released
99e4477f-ad23-4863-a216-8c61d2351c09	51e9ec65-9fbc-4f90-ab94-0df44a39601e.rna_seq.genomic.gdc_realn.bam	086bd22bd3e60b26ecaf90df9128a5db	12427497166	released
12268ee8-aea4-441c-ba6a-7053e8f56f4d	50f37d09-0d3e-4085-85eb-b4d433f99428.rna_seq.genomic.gdc_realn.bam	a017271043ff65a7922335cfa8a9c04f	17553170150	released
e8082d48-3901-4855-89a4-ab532e65f4f9	0be5108b-214b-4f98-845f-8510db7875ec.rna_seq.genomic.gdc_realn.bam	2d7849a88d8257c3295b59ced8eef9e6	3768690612	released
cf7a6b06-a9e0-4a79-9d94-9abf82006916	53eeb7bd-0381-419d-af14-ad08c3bde513.rna_seq.genomic.gdc_realn.bam	d15f1a27092a855e362ad49f107fdd96	1716364321	released
e04c9a3f-a24e-4f77-a7e4-f4910de9c4b3	71caa42a-6d3e-4399-988d-9c7ac3aeedb7.rna_seq.genomic.gdc_realn.bam	62ac8309c16f024056f8bf693634681f	15710656279	released
2a884473-86a0-43fa-b69d-265177af3e95	ad82c078-bde8-41dc-8039-252e33251ed4.rna_seq.genomic.gdc_realn.bam	60fd8ff6a6170c0eb6b95d5a9f2b4f80	18497058691	released
e38fb287-4110-49b2-bc7b-d5d5644e2941	3e9bba4d-6f4a-451c-9fa9-b3f9b2a20c59.rna_seq.genomic.gdc_realn.bam	b7a1fffcda955a1e36994487b2d4f39c	8256685462	released
c95e2181-274a-40a6-9612-c64bbeb8e096	ed84cfa5-98a9-4611-8964-347c4daaf34c.rna_seq.genomic.gdc_realn.bam	7ceeb17c5a2f835620f99d875238b73d	11870442207	released
3ec47b2c-414a-44b3-a636-a390df408dfb	f4436bdd-f297-4bd6-b1b3-c7cbf342ee81.rna_seq.genomic.gdc_realn.bam	263d56fd58359330476695a111cbc27e	13400060262	released
9a52eb00-b92b-4b01-be83-a18a5d2c410f	b950edd9-a0c2-46a2-9eea-2f3dfb46626f.rna_seq.genomic.gdc_realn.bam	264758fee7ab379ee4bcc1ba4186746f	16259864777	released
bc271212-a40e-4632-9786-d5b5271b25ef	19b72097-023a-468b-866b-2f43c0b73cca.rna_seq.genomic.gdc_realn.bam	040014abb4173b9ee7e200f8cb855b9e	12370105705	released
b81c81c0-384c-410b-b37b-3ebb3c3c4c96	0f0e5cea-13fc-4b3b-8b75-91f6efae6ba8.rna_seq.genomic.gdc_realn.bam	9082f0172f2a42ab6bd78f8539cabd93	2309945994	released
259f67c9-2430-4c50-aeaf-7f876ee3caf3	d93f75b3-8d1d-46a7-acec-a7c071bc9942.rna_seq.genomic.gdc_realn.bam	bb856fa80db42b20d2bc5be3aca988b6	8384326683	released
13134740-9d49-454a-90a0-ead689b92961	fa18af81-1fc0-4e11-8235-9a07dc100537.rna_seq.genomic.gdc_realn.bam	54a9786de3b3c0bbcd7e432e70d76df6	12929104845	released
08aa6a90-df0b-4391-a1a8-ab42cf63f2b3	c39dceb2-b9b4-492e-ab82-642878daa2a0.rna_seq.genomic.gdc_realn.bam	758aea8aea69ed7e911257d90f488011	9795767387	released
65778a45-de9e-4ba2-bddc-ccda67da4c05	eeddc278-6ace-4e24-9bac-645008b58433.rna_seq.genomic.gdc_realn.bam	19826070398899e0d025ae3e19813a37	18731551749	released
42663cde-1170-437b-a510-62fbb10539c3	fe78cd76-c3e2-4ae2-a9c4-06a3cffcc44a.rna_seq.genomic.gdc_realn.bam	191ac02cbbbc7d5f5b2161a1feb23c62	12182880312	released
86ec819d-113e-41a4-a475-2c961b9d4c98	944bfd7c-d4c7-417b-a488-4eb8d6e53324.rna_seq.genomic.gdc_realn.bam	7309fcf3a40468d38aaf8457908ffe95	3391121031	released
46643df7-f68f-4503-9271-a145009ca153	644fd13e-b0f7-4d6c-a075-7cc7fdd9c6f1.rna_seq.genomic.gdc_realn.bam	ff499fb5feb4088d6137fd0c30086589	9095658762	released
d5b3f258-b99d-411a-991d-cda1a40ade80	47a308e6-0a81-4f02-939e-c440c49e4726.rna_seq.genomic.gdc_realn.bam	348c8204a108e3fa2ce10a2ce9d672f3	10487949064	released
9231f1c9-280e-4fb5-98df-7c823d32d507	2527cbdc-f756-4af9-9767-d1f133b9a4de.rna_seq.genomic.gdc_realn.bam	5bea5e1db3bbbb171109043705c12bb1	13650837789	released
adb1f3c8-6719-42d2-b779-2d51be8b71ed	c5e0b239-5e62-4db5-8a5e-30dba42a443c.rna_seq.genomic.gdc_realn.bam	b96ac95dd4b2c72f73c89c3a2d17f54c	17177442374	released
00243bc0-81d2-4a79-84b3-0186fe6a162a	c7197ab9-44a0-488f-886b-5675a8607666.rna_seq.genomic.gdc_realn.bam	47aae69578a7676377fb30498c821feb	11907102284	released
7b84a2be-424d-47fa-bd06-2411302c36dd	befb712c-4912-4916-a510-b666d5b48c00.rna_seq.genomic.gdc_realn.bam	0c1a4a15036ae323f5da5328992875b3	11062366841	released
